Operation_ID,Customer_ID,Order_Date,Delivery_Date,Delivery_Status,Order_Status,Inventory_Used
5152,6151,6/11/2020,11/7/2020,Delivered,Completed,33
5153,6152,4/18/2021,7/17/2022,Delivered,Processing,41
5154,6153,4/30/2022,10/7/2022,Delivered,Completed,26
5155,6154,10/21/2022,8/6/2022,Delivered,Processing,25
5156,6155,7/25/2020,1/27/2023,Delivered,Completed,26
5157,6156,5/20/2023,8/23/2023,Delivered,Completed,30
5158,6157,9/18/2021,6/18/2020,Delivered,Completed,28
5159,6158,10/19/2023,8/11/2020,Delivered,Completed,38
5160,6159,9/16/2023,8/17/2022,Delivered,Completed,17
5161,6160,1/29/2022,1/22/2021,Pending,Completed,38
5162,6161,7/19/2022,11/20/2023,Delivered,Completed,33
5163,6162,10/6/2021,10/16/2022,Delivered,Processing,25
5164,6163,6/11/2021,5/25/2020,Delivered,Completed,32
5165,6164,12/10/2023,12/6/2023,Pending,Completed,26
5166,6165,11/25/2023,12/2/2023,Delivered,Completed,30
5167,6166,1/12/2022,10/28/2023,Delivered,Completed,26
5168,6167,12/10/2020,1/13/2021,Delivered,Completed,27
5169,6168,3/26/2021,3/24/2021,Delivered,Completed,31
5170,6169,10/9/2021,12/27/2022,Delivered,Completed,37
5171,6170,1/28/2022,9/12/2023,Delivered,Completed,38
5172,6171,11/15/2022,4/29/2021,Pending,Completed,34
5173,6172,5/17/2023,3/30/2023,Pending,Completed,26
5174,6173,8/14/2022,7/30/2020,Delivered,Completed,23
5175,6174,9/14/2020,11/21/2022,Delivered,Completed,31
5176,6175,4/8/2023,1/14/2020,Delivered,Completed,37
5177,6176,10/8/2021,11/30/2022,Delivered,Completed,34
5178,6177,1/17/2022,5/1/2020,Delivered,Completed,29
5179,6178,1/7/2020,7/12/2021,Delivered,Completed,31
5180,6179,12/18/2021,3/28/2022,Delivered,Processing,35
5181,6180,1/17/2022,7/25/2020,Delivered,Completed,32
5182,6181,10/28/2020,6/26/2023,Pending,Completed,36
5183,6182,7/28/2021,7/8/2023,Pending,Completed,32
5184,6183,5/20/2020,4/12/2023,Delivered,Completed,30
5185,6184,7/22/2020,4/8/2020,Delivered,Completed,31
5186,6185,1/7/2020,11/5/2021,Delivered,Completed,26
5187,6186,11/29/2022,12/31/2023,Delivered,Processing,26
5188,6187,9/23/2022,7/10/2023,Delivered,Completed,33
5189,6188,8/9/2023,5/2/2020,Pending,Completed,33
5190,6189,6/28/2020,12/9/2021,Delivered,Completed,23
5191,6190,10/26/2021,3/2/2021,Delivered,Completed,31
5192,6191,9/17/2021,6/8/2022,Delivered,Completed,26
5193,6192,1/22/2020,3/16/2022,Delivered,Completed,33
5194,6193,6/7/2023,9/30/2021,Delivered,Completed,27
5195,6194,3/1/2023,1/6/2021,Delivered,Completed,36
5196,6195,12/13/2020,6/25/2022,Delivered,Completed,35
5197,6196,12/19/2020,10/1/2022,Delivered,Completed,36
5198,6197,6/18/2023,7/14/2021,Delivered,Completed,20
5199,6198,11/3/2023,11/8/2023,Delivered,Completed,31
5200,6199,10/9/2023,11/26/2020,Delivered,Completed,26
5201,6200,2/3/2021,6/1/2020,Delivered,Completed,29
5202,6201,8/15/2021,12/13/2021,Delivered,Completed,40
5203,6202,4/18/2022,8/4/2023,Delivered,Completed,29
5204,6203,3/27/2022,9/22/2020,Delivered,Completed,40
5205,6204,12/9/2020,11/9/2020,Delivered,Completed,35
5206,6205,5/7/2023,3/30/2023,Pending,Completed,30
5207,6206,7/11/2022,4/22/2023,Delivered,Completed,32
5208,6207,11/22/2020,11/10/2021,Delivered,Processing,33
5209,6208,1/20/2022,7/18/2022,Pending,Completed,22
5210,6209,8/26/2021,11/22/2020,Delivered,Completed,35
5211,6210,2/7/2023,5/9/2020,Delivered,Completed,30
5212,6211,4/3/2021,3/27/2022,Returned,Completed,34
5213,6212,12/23/2021,4/13/2020,Delivered,Completed,31
5214,6213,7/16/2021,6/10/2020,Delivered,Completed,29
5215,6214,1/29/2022,11/14/2022,Delivered,Completed,37
5216,6215,5/23/2023,5/6/2020,Delivered,Completed,24
5217,6216,4/28/2023,12/10/2020,Pending,Completed,28
5218,6217,10/10/2021,7/13/2020,Delivered,Failed,30
5219,6218,7/19/2022,8/4/2020,Delivered,Completed,33
5220,6219,1/17/2021,12/27/2022,Delivered,Completed,25
5221,6220,6/2/2022,10/7/2023,Delivered,Failed,28
5222,6221,2/28/2021,9/9/2020,Delivered,Completed,34
5223,6222,9/7/2021,3/25/2021,Delivered,Completed,27
5224,6223,11/29/2022,10/19/2021,Delivered,Processing,33
5225,6224,2/6/2022,8/11/2021,Delivered,Completed,32
5226,6225,11/18/2021,10/25/2022,Delivered,Completed,29
5227,6226,9/14/2023,10/22/2020,Delivered,Completed,27
5228,6227,1/17/2020,9/3/2023,Delivered,Completed,32
5229,6228,4/8/2020,3/4/2021,Delivered,Completed,33
5230,6229,11/12/2020,4/19/2022,Delivered,Completed,33
5231,6230,5/26/2021,3/21/2021,Delivered,Completed,36
5232,6231,11/1/2023,4/7/2020,Delivered,Completed,38
5233,6232,3/3/2020,11/3/2023,Delivered,Completed,29
5234,6233,5/31/2023,7/21/2020,Delivered,Completed,31
5235,6234,8/28/2023,3/20/2023,Delivered,Completed,23
5236,6235,8/3/2022,3/31/2022,Pending,Completed,34
5237,6236,11/20/2020,5/29/2021,Pending,Completed,31
5238,6237,5/3/2023,10/22/2020,Delivered,Completed,33
5239,6238,2/14/2022,12/11/2021,Delivered,Completed,38
5240,6239,11/2/2023,6/10/2023,Delivered,Completed,25
5241,6240,7/24/2022,11/10/2022,Pending,Completed,33
5242,6241,1/8/2023,3/25/2021,Delivered,Completed,36
5243,6242,11/19/2020,5/14/2023,Delivered,Completed,36
5244,6243,1/14/2023,9/17/2021,Pending,Processing,37
5245,6244,3/23/2022,12/8/2020,Delivered,Completed,32
5246,6245,2/14/2022,10/5/2022,Delivered,Completed,32
5247,6246,6/11/2020,8/31/2022,Delivered,Completed,28
5248,6247,3/19/2023,10/23/2021,Delivered,Completed,26
5249,6248,11/4/2022,2/20/2022,Delivered,Processing,31
5250,6249,10/7/2020,2/19/2021,Delivered,Completed,25
5251,6250,11/14/2022,12/10/2023,Pending,Completed,35
5252,6251,11/1/2021,9/12/2022,Delivered,Completed,30
5253,6252,7/1/2023,11/24/2021,Delivered,Completed,28
5254,6253,2/20/2020,8/20/2021,Pending,Processing,28
5255,6254,7/4/2021,3/30/2020,Delivered,Completed,34
5256,6255,3/25/2020,6/14/2022,Delivered,Completed,33
5257,6256,5/7/2022,12/3/2022,Delivered,Completed,22
5258,6257,9/18/2020,9/22/2020,Delivered,Completed,30
5259,6258,4/18/2020,7/29/2021,Delivered,Completed,37
5260,6259,3/11/2023,5/6/2022,Cancelled,Completed,45
5261,6260,8/1/2023,5/25/2021,Delivered,Completed,25
5262,6261,9/18/2021,6/8/2021,Delivered,Completed,29
5263,6262,3/24/2021,1/31/2022,Delivered,Processing,28
5264,6263,8/1/2021,9/21/2021,Returned,Completed,27
5265,6264,8/23/2020,10/2/2021,Delivered,Completed,38
5266,6265,1/22/2020,4/25/2022,Delivered,Processing,34
5267,6266,11/6/2020,10/14/2021,Delivered,Completed,30
5268,6267,4/23/2021,6/11/2020,Delivered,Completed,28
5269,6268,2/5/2020,9/4/2021,Pending,Processing,40
5270,6269,8/4/2020,5/30/2022,Delivered,Completed,27
5271,6270,9/19/2023,11/12/2022,Delivered,Completed,29
5272,6271,2/5/2021,10/20/2020,Delivered,Completed,33
5273,6272,4/14/2020,5/19/2023,Delivered,Completed,26
5274,6273,8/13/2020,11/9/2022,Delivered,Completed,24
5275,6274,5/22/2020,1/27/2023,Delivered,Completed,40
5276,6275,5/15/2021,3/12/2022,Delivered,Completed,28
5277,6276,10/11/2020,11/5/2021,Delivered,Completed,34
5278,6277,3/7/2022,12/22/2022,Delivered,Completed,28
5279,6278,5/10/2021,12/6/2021,Delivered,Completed,33
5280,6279,5/20/2021,11/20/2023,Pending,Completed,33
5281,6280,5/9/2023,5/21/2021,Delivered,Completed,36
5282,6281,1/7/2023,2/17/2021,Pending,Completed,28
5283,6282,2/5/2023,7/8/2021,Delivered,Completed,26
5284,6283,4/19/2022,9/2/2021,Pending,Completed,30
5285,6284,11/20/2022,8/29/2023,Delivered,Completed,37
5286,6285,9/3/2021,7/13/2020,Delivered,Processing,30
5287,6286,4/27/2023,1/6/2021,Delivered,Completed,34
5288,6287,4/15/2022,12/1/2021,Delivered,Processing,33
5289,6288,5/22/2022,10/13/2022,Delivered,Completed,29
5290,6289,5/3/2022,7/17/2022,Delivered,Completed,26
5291,6290,12/22/2022,6/18/2023,Delivered,Completed,37
5292,6291,4/8/2022,8/30/2020,Delivered,Completed,24
5293,6292,9/15/2022,7/22/2020,Pending,Completed,32
5294,6293,2/15/2021,3/1/2023,Delivered,Completed,30
5295,6294,7/18/2021,4/9/2023,Delivered,Completed,20
5296,6295,11/14/2022,3/8/2021,Delivered,Completed,40
5297,6296,9/12/2020,6/21/2022,Delivered,Processing,21
5298,6297,12/29/2021,2/10/2020,Delivered,Completed,25
5299,6298,11/3/2023,1/5/2023,Delivered,Completed,30
5300,6299,5/5/2021,10/8/2023,Returned,Completed,23
5301,6300,3/17/2023,4/9/2022,Delivered,Completed,26
5302,6301,6/25/2020,6/26/2021,Delivered,Completed,25
5303,6302,1/9/2021,8/22/2023,Pending,Completed,34
5304,6303,12/10/2020,4/28/2020,Pending,Completed,34
5305,6304,6/16/2020,12/21/2020,Returned,Completed,29
5306,6305,5/13/2023,11/14/2021,Delivered,Completed,26
5307,6306,1/30/2020,3/13/2023,Delivered,Completed,36
5308,6307,6/4/2021,6/30/2022,Delivered,Completed,36
5309,6308,1/29/2021,8/29/2022,Delivered,Completed,31
5310,6309,12/2/2023,4/6/2020,Pending,Completed,37
5311,6310,9/8/2023,6/4/2022,Delivered,Completed,36
5312,6311,3/31/2022,11/20/2021,Delivered,Completed,28
5313,6312,3/7/2020,1/10/2020,Pending,Completed,25
5314,6313,10/10/2021,12/24/2022,Delivered,Completed,27
5315,6314,5/9/2022,10/25/2021,Delivered,Completed,43
5316,6315,3/15/2023,2/26/2023,Pending,Completed,31
5317,6316,4/23/2020,9/8/2023,Delivered,Completed,31
5318,6317,7/2/2021,1/28/2023,Delivered,Completed,32
5319,6318,5/1/2021,11/18/2023,Delivered,Completed,28
5320,6319,4/25/2022,10/14/2021,Delivered,Completed,29
5321,6320,12/7/2023,11/1/2023,Delivered,Completed,26
5322,6321,9/12/2021,6/7/2023,Delivered,Processing,38
5323,6322,12/2/2023,9/26/2021,Delivered,Completed,29
5324,6323,6/5/2021,7/3/2020,Delivered,Failed,22
5325,6324,6/10/2021,2/23/2023,Delivered,Completed,27
5326,6325,9/17/2023,6/18/2020,Delivered,Completed,30
5327,6326,2/18/2022,6/25/2021,Delivered,Completed,30
5328,6327,6/16/2023,12/19/2023,Delivered,Completed,27
5329,6328,6/17/2021,10/20/2021,Delivered,Completed,31
5330,6329,9/11/2021,9/18/2020,Delivered,Completed,38
5331,6330,10/8/2020,10/19/2022,Delivered,Completed,40
5332,6331,8/20/2023,4/13/2021,Delivered,Completed,36
5333,6332,5/15/2020,5/27/2020,Delivered,Completed,31
5334,6333,6/4/2020,2/9/2023,Cancelled,Completed,23
5335,6334,1/29/2020,1/12/2021,Delivered,Completed,28
5336,6335,4/20/2022,12/14/2023,Delivered,Completed,32
5337,6336,6/26/2022,10/29/2023,Delivered,Completed,27
5338,6337,1/30/2020,8/24/2021,Pending,Completed,39
5339,6338,6/14/2023,2/1/2021,Delivered,Completed,28
5340,6339,6/4/2023,12/22/2022,Delivered,Completed,36
5341,6340,7/28/2023,3/24/2021,Delivered,Completed,28
5342,6341,4/1/2020,7/28/2023,Delivered,Completed,23
5343,6342,1/7/2022,7/26/2021,Delivered,Completed,37
5344,6343,3/3/2021,12/31/2021,Delivered,Completed,26
5345,6344,7/20/2023,6/11/2021,Delivered,Processing,31
5346,6345,3/17/2020,9/28/2020,Delivered,Completed,27
5347,6346,4/14/2021,7/12/2020,Delivered,Completed,23
5348,6347,12/16/2020,6/18/2020,Delivered,Completed,29
5349,6348,4/19/2022,5/25/2022,Delivered,Completed,28
5350,6349,7/7/2023,7/27/2021,Delivered,Completed,27
5351,6350,7/2/2020,6/21/2021,Pending,Completed,21
5352,6351,11/24/2021,4/30/2022,Delivered,Completed,26
5353,6352,7/11/2020,1/1/2023,Delivered,Completed,43
5354,6353,7/18/2023,7/18/2020,Delivered,Completed,28
5355,6354,2/11/2023,11/7/2023,Delivered,Completed,35
5356,6355,8/2/2022,5/2/2022,Delivered,Completed,30
5357,6356,7/29/2020,12/24/2020,Delivered,Completed,31
5358,6357,3/8/2020,3/5/2022,Delivered,Completed,28
5359,6358,6/10/2021,4/22/2021,Delivered,Completed,39
5360,6359,2/10/2020,3/27/2021,Delivered,Processing,29
5361,6360,10/17/2023,4/29/2023,Delivered,Completed,35
5362,6361,9/17/2021,11/1/2023,Delivered,Completed,30
5363,6362,7/21/2021,5/13/2020,Delivered,Completed,41
5364,6363,5/26/2022,10/31/2023,Delivered,Completed,31
5365,6364,6/19/2021,10/3/2020,Pending,Completed,31
5366,6365,3/31/2022,4/4/2022,Delivered,Completed,35
5367,6366,4/13/2021,12/1/2021,Cancelled,Completed,31
5368,6367,12/24/2022,7/26/2022,Delivered,Completed,21
5369,6368,3/27/2023,11/26/2022,Delivered,Completed,33
5370,6369,2/19/2023,11/26/2021,Delivered,Completed,26
5371,6370,4/1/2023,10/29/2020,Delivered,Completed,38
5372,6371,11/6/2020,11/24/2021,Delivered,Completed,26
5373,6372,10/15/2020,2/12/2021,Returned,Completed,27
5374,6373,11/25/2022,8/8/2023,Delivered,Completed,37
5375,6374,9/24/2021,8/24/2020,Delivered,Completed,30
5376,6375,3/19/2020,11/17/2020,Delivered,Completed,27
5377,6376,5/14/2020,9/17/2021,Returned,Completed,29
5378,6377,9/22/2021,1/8/2020,Delivered,Processing,38
5379,6378,6/9/2021,7/13/2020,Delivered,Completed,28
5380,6379,7/13/2023,7/6/2020,Delivered,Completed,31
5381,6380,6/15/2023,8/31/2020,Delivered,Completed,23
5382,6381,9/20/2022,10/7/2022,Delivered,Completed,31
5383,6382,3/16/2023,9/7/2020,Delivered,Completed,30
5384,6383,4/3/2020,8/2/2021,Delivered,Completed,22
5385,6384,11/27/2023,10/30/2022,Delivered,Completed,23
5386,6385,8/17/2023,9/9/2022,Delivered,Completed,32
5387,6386,9/9/2023,10/24/2020,Cancelled,Completed,34
5388,6387,11/24/2021,7/3/2023,Delivered,Completed,29
5389,6388,7/22/2023,11/2/2020,Delivered,Completed,16
5390,6389,10/8/2022,6/20/2022,Delivered,Completed,25
5391,6390,8/7/2023,10/26/2023,Delivered,Completed,24
5392,6391,3/25/2021,6/11/2022,Delivered,Completed,37
5393,6392,10/29/2021,6/1/2020,Delivered,Completed,20
5394,6393,11/3/2022,12/15/2022,Delivered,Completed,32
5395,6394,5/6/2020,5/15/2023,Returned,Completed,35
5396,6395,11/11/2021,4/24/2021,Delivered,Completed,37
5397,6396,7/5/2021,6/20/2022,Delivered,Completed,25
5398,6397,8/12/2020,9/7/2022,Delivered,Completed,35
5399,6398,6/2/2022,10/13/2021,Returned,Completed,21
5400,6399,5/13/2021,6/27/2023,Delivered,Completed,31
5401,6400,8/2/2020,10/30/2022,Delivered,Completed,31
5402,6401,11/13/2022,11/17/2022,Delivered,Failed,35
5403,6402,5/18/2023,4/9/2022,Delivered,Completed,36
5404,6403,11/23/2020,9/23/2021,Delivered,Completed,34
5405,6404,6/27/2022,9/28/2020,Delivered,Completed,34
5406,6405,1/1/2022,12/5/2020,Delivered,Completed,31
5407,6406,3/19/2020,5/11/2021,Delivered,Processing,41
5408,6407,1/4/2020,8/18/2020,Delivered,Completed,26
5409,6408,4/26/2022,10/11/2020,Delivered,Completed,29
5410,6409,9/10/2023,6/10/2023,Delivered,Processing,27
5411,6410,10/13/2023,3/4/2023,Delivered,Completed,30
5412,6411,3/4/2023,3/24/2023,Delivered,Completed,28
5413,6412,11/20/2020,1/21/2021,Delivered,Completed,26
5414,6413,7/29/2020,4/23/2022,Delivered,Completed,24
5415,6414,11/16/2021,7/2/2022,Delivered,Completed,35
5416,6415,1/23/2021,12/6/2021,Delivered,Completed,28
5417,6416,6/4/2023,4/23/2022,Delivered,Completed,24
5418,6417,9/2/2023,10/3/2023,Delivered,Completed,24
5419,6418,2/20/2020,5/19/2023,Delivered,Completed,38
5420,6419,10/29/2023,12/13/2023,Delivered,Completed,35
5421,6420,1/31/2020,6/30/2022,Delivered,Failed,32
5422,6421,10/29/2021,2/15/2021,Delivered,Completed,35
5423,6422,2/18/2020,8/8/2020,Delivered,Completed,33
5424,6423,12/19/2023,3/5/2022,Delivered,Processing,29
5425,6424,5/3/2022,3/8/2021,Delivered,Completed,34
5426,6425,12/24/2023,7/23/2022,Returned,Completed,36
5427,6426,9/17/2022,4/19/2023,Pending,Completed,32
5428,6427,12/31/2023,8/6/2020,Returned,Completed,28
5429,6428,12/20/2023,6/17/2021,Delivered,Completed,39
5430,6429,8/7/2021,4/16/2020,Delivered,Completed,26
5431,6430,10/28/2022,8/21/2020,Delivered,Completed,36
5432,6431,7/8/2023,12/21/2020,Delivered,Completed,28
5433,6432,9/10/2020,6/15/2022,Delivered,Completed,33
5434,6433,7/1/2022,10/31/2022,Delivered,Processing,37
5435,6434,6/11/2023,7/26/2021,Delivered,Completed,22
5436,6435,1/5/2023,7/31/2020,Returned,Completed,36
5437,6436,12/23/2023,3/17/2020,Delivered,Completed,25
5438,6437,3/9/2023,12/24/2023,Delivered,Completed,24
5439,6438,4/22/2020,9/24/2021,Delivered,Completed,34
5440,6439,2/16/2021,3/31/2022,Delivered,Completed,27
5441,6440,10/17/2023,8/6/2022,Returned,Completed,38
5442,6441,7/17/2023,8/27/2023,Delivered,Completed,30
5443,6442,4/24/2021,8/11/2023,Delivered,Completed,18
5444,6443,3/7/2020,6/17/2023,Delivered,Failed,34
5445,6444,5/8/2021,11/18/2021,Delivered,Completed,38
5446,6445,4/28/2023,1/20/2022,Delivered,Completed,25
5447,6446,4/26/2021,5/5/2022,Delivered,Completed,23
5448,6447,9/15/2022,3/3/2021,Delivered,Completed,36
5449,6448,1/2/2022,7/4/2020,Pending,Completed,37
5450,6449,8/5/2023,3/12/2021,Delivered,Completed,19
5451,6450,9/24/2023,12/12/2021,Delivered,Completed,34
5452,6451,11/12/2022,5/13/2020,Delivered,Completed,31
5453,6452,8/3/2020,5/15/2023,Pending,Completed,23
5454,6453,3/16/2021,5/15/2020,Delivered,Completed,36
5455,6454,12/10/2023,4/16/2021,Delivered,Completed,39
5456,6455,1/3/2020,10/2/2020,Delivered,Completed,28
5457,6456,11/14/2023,4/21/2021,Delivered,Completed,25
5458,6457,7/23/2020,2/17/2022,Delivered,Completed,23
5459,6458,10/5/2020,6/10/2021,Delivered,Completed,26
5460,6459,7/2/2020,12/16/2020,Delivered,Completed,22
5461,6460,7/29/2022,4/11/2020,Delivered,Completed,26
5462,6461,2/17/2020,7/16/2023,Delivered,Completed,28
5463,6462,6/4/2023,7/18/2022,Delivered,Completed,35
5464,6463,4/14/2023,8/24/2023,Delivered,Completed,36
5465,6464,12/13/2023,11/4/2020,Delivered,Completed,26
5466,6465,8/5/2021,8/3/2021,Delivered,Completed,28
5467,6466,8/3/2021,3/30/2020,Delivered,Completed,27
5468,6467,4/20/2023,7/10/2023,Delivered,Completed,29
5469,6468,10/23/2021,4/3/2022,Delivered,Completed,28
5470,6469,8/5/2022,6/18/2021,Delivered,Completed,37
5471,6470,5/23/2020,3/13/2023,Delivered,Completed,35
5472,6471,1/8/2023,7/24/2022,Pending,Completed,27
5473,6472,5/13/2020,4/7/2022,Delivered,Completed,20
5474,6473,2/27/2021,6/24/2021,Delivered,Completed,33
5475,6474,6/5/2021,8/21/2022,Cancelled,Completed,25
5476,6475,8/21/2020,9/5/2022,Delivered,Completed,33
5477,6476,5/5/2020,4/10/2021,Delivered,Processing,38
5478,6477,1/12/2021,7/28/2023,Delivered,Completed,26
5479,6478,5/5/2023,8/29/2020,Delivered,Completed,30
5480,6479,2/25/2020,8/29/2020,Delivered,Completed,34
5481,6480,6/11/2022,7/15/2022,Delivered,Completed,29
5482,6481,8/28/2020,7/3/2020,Delivered,Completed,25
5483,6482,3/6/2022,12/17/2020,Delivered,Completed,21
5484,6483,3/7/2023,11/26/2021,Cancelled,Processing,27
5485,6484,7/20/2020,6/23/2020,Delivered,Completed,27
5486,6485,12/24/2023,8/16/2023,Delivered,Completed,25
5487,6486,1/17/2023,12/7/2022,Delivered,Completed,29
5488,6487,11/12/2021,8/17/2020,Delivered,Completed,26
5489,6488,3/11/2021,9/29/2023,Delivered,Completed,24
5490,6489,5/1/2022,8/8/2020,Delivered,Completed,27
5491,6490,6/6/2020,5/4/2023,Delivered,Completed,21
5492,6491,4/26/2020,4/25/2023,Pending,Completed,29
5493,6492,4/28/2022,2/21/2023,Delivered,Completed,25
5494,6493,10/19/2022,11/9/2022,Delivered,Completed,34
5495,6494,2/27/2020,6/23/2023,Delivered,Completed,34
5496,6495,8/17/2022,7/7/2022,Delivered,Completed,23
5497,6496,3/22/2022,5/30/2022,Delivered,Completed,34
5498,6497,4/20/2023,1/12/2023,Delivered,Completed,29
5499,6498,2/12/2022,5/23/2023,Delivered,Completed,33
5500,6499,9/12/2022,8/17/2023,Delivered,Completed,23
5501,6500,1/14/2020,10/18/2023,Delivered,Completed,20
5502,6501,1/14/2021,4/26/2023,Pending,Completed,27
5503,6502,10/26/2021,8/8/2020,Delivered,Completed,22
5504,6503,12/19/2023,1/17/2023,Pending,Completed,26
5505,6504,12/19/2022,3/10/2022,Delivered,Completed,33
5506,6505,6/27/2023,10/4/2020,Delivered,Completed,31
5507,6506,9/8/2020,9/4/2021,Delivered,Completed,29
5508,6507,9/21/2020,4/26/2021,Delivered,Completed,26
5509,6508,8/30/2022,7/5/2020,Delivered,Completed,39
5510,6509,8/3/2020,1/22/2021,Delivered,Completed,21
5511,6510,8/20/2022,11/9/2022,Delivered,Completed,25
5512,6511,9/12/2022,8/21/2023,Delivered,Completed,38
5513,6512,5/11/2021,7/13/2022,Delivered,Completed,34
5514,6513,11/19/2020,12/17/2020,Delivered,Completed,25
5515,6514,3/25/2022,7/14/2020,Delivered,Completed,25
5516,6515,1/8/2023,2/20/2022,Pending,Completed,33
5517,6516,9/1/2023,8/27/2022,Delivered,Completed,38
5518,6517,10/31/2021,7/27/2022,Delivered,Completed,28
5519,6518,12/31/2023,8/31/2020,Delivered,Completed,21
5520,6519,8/10/2023,10/25/2021,Delivered,Completed,27
5521,6520,10/9/2022,12/9/2023,Delivered,Completed,27
5522,6521,12/30/2022,4/13/2020,Delivered,Completed,23
5523,6522,5/25/2020,11/30/2023,Delivered,Completed,37
5524,6523,5/3/2020,1/4/2020,Delivered,Completed,36
5525,6524,12/6/2021,5/1/2023,Delivered,Completed,32
5526,6525,9/20/2020,11/15/2020,Delivered,Completed,25
5527,6526,10/26/2022,10/18/2023,Delivered,Completed,22
5528,6527,4/30/2023,7/2/2020,Delivered,Completed,37
5529,6528,8/17/2021,5/14/2020,Delivered,Completed,39
5530,6529,5/8/2020,1/31/2020,Delivered,Completed,32
5531,6530,4/18/2022,5/30/2020,Delivered,Completed,20
5532,6531,9/16/2023,3/24/2023,Delivered,Completed,23
5533,6532,11/14/2023,2/13/2021,Delivered,Completed,33
5534,6533,2/3/2023,9/9/2023,Delivered,Completed,27
5535,6534,5/18/2022,2/15/2023,Delivered,Completed,28
5536,6535,4/23/2021,3/3/2021,Delivered,Completed,25
5537,6536,5/30/2020,6/8/2023,Delivered,Processing,31
5538,6537,10/21/2022,7/29/2021,Delivered,Completed,22
5539,6538,12/29/2021,8/20/2023,Delivered,Processing,30
5540,6539,1/30/2022,6/9/2021,Delivered,Completed,31
5541,6540,9/16/2020,1/18/2021,Delivered,Processing,31
5542,6541,9/18/2023,2/14/2021,Delivered,Completed,23
5543,6542,10/11/2021,10/21/2023,Delivered,Completed,32
5544,6543,4/30/2022,12/14/2022,Pending,Processing,25
5545,6544,7/27/2022,6/18/2023,Delivered,Processing,30
5546,6545,2/14/2022,4/21/2022,Pending,Completed,23
5547,6546,12/12/2023,8/22/2022,Delivered,Completed,27
5548,6547,9/19/2022,8/5/2020,Delivered,Processing,31
5549,6548,1/10/2023,6/8/2021,Delivered,Completed,24
5550,6549,6/17/2022,10/19/2020,Delivered,Completed,26
5551,6550,6/3/2023,11/13/2021,Delivered,Completed,25
5552,6551,9/14/2023,9/19/2021,Pending,Completed,34
5553,6552,1/6/2020,10/13/2022,Delivered,Completed,33
5554,6553,10/20/2021,4/16/2020,Delivered,Failed,25
5555,6554,9/7/2021,8/26/2023,Delivered,Completed,26
5556,6555,9/8/2020,5/14/2023,Returned,Completed,23
5557,6556,6/14/2020,2/12/2022,Pending,Completed,27
5558,6557,5/17/2022,8/7/2022,Delivered,Completed,27
5559,6558,9/25/2023,2/25/2022,Delivered,Processing,18
5560,6559,2/18/2022,5/1/2020,Cancelled,Completed,24
5561,6560,5/5/2023,2/24/2023,Delivered,Completed,38
5562,6561,7/10/2020,12/18/2022,Delivered,Completed,33
5563,6562,6/25/2020,3/3/2022,Delivered,Completed,36
5564,6563,1/2/2022,1/7/2023,Returned,Completed,25
5565,6564,2/28/2021,2/24/2020,Delivered,Completed,27
5566,6565,8/13/2021,7/29/2020,Delivered,Completed,24
5567,6566,2/12/2020,7/21/2023,Delivered,Completed,22
5568,6567,7/31/2023,5/14/2020,Delivered,Completed,39
5569,6568,10/10/2021,2/14/2020,Delivered,Completed,24
5570,6569,10/23/2020,7/3/2022,Delivered,Completed,32
5571,6570,9/14/2021,5/8/2021,Delivered,Completed,38
5572,6571,10/11/2020,8/14/2022,Delivered,Completed,27
5573,6572,5/19/2022,4/5/2023,Delivered,Completed,32
5574,6573,5/17/2023,6/11/2023,Returned,Completed,27
5575,6574,6/28/2023,3/25/2022,Pending,Completed,28
5576,6575,4/22/2022,7/6/2021,Delivered,Completed,28
5577,6576,9/17/2023,4/15/2023,Delivered,Completed,31
5578,6577,4/14/2023,5/23/2020,Delivered,Completed,30
5579,6578,6/1/2022,11/17/2020,Delivered,Completed,22
5580,6579,3/13/2023,5/27/2021,Delivered,Processing,41
5581,6580,7/2/2022,11/8/2021,Delivered,Processing,27
5582,6581,4/22/2022,6/24/2023,Delivered,Completed,40
5583,6582,11/23/2022,4/10/2022,Cancelled,Processing,38
5584,6583,5/24/2022,11/13/2023,Delivered,Completed,30
5585,6584,6/14/2023,2/20/2023,Delivered,Completed,34
5586,6585,3/14/2023,7/2/2023,Delivered,Processing,37
5587,6586,1/21/2020,2/15/2023,Delivered,Completed,26
5588,6587,4/14/2020,12/16/2020,Delivered,Completed,23
5589,6588,8/15/2022,12/16/2022,Pending,Completed,42
5590,6589,2/16/2023,5/11/2022,Pending,Completed,34
5591,6590,12/23/2020,11/30/2020,Delivered,Completed,24
5592,6591,10/27/2022,12/30/2022,Delivered,Completed,26
5593,6592,8/31/2020,8/2/2022,Delivered,Completed,25
5594,6593,3/30/2022,4/24/2023,Pending,Completed,29
5595,6594,1/25/2020,2/4/2022,Delivered,Completed,30
5596,6595,6/19/2021,3/24/2022,Delivered,Completed,23
5597,6596,8/22/2020,4/25/2021,Delivered,Completed,19
5598,6597,5/14/2021,9/28/2020,Delivered,Processing,36
5599,6598,10/12/2022,7/3/2023,Delivered,Completed,30
5600,6599,4/23/2023,5/11/2021,Delivered,Completed,27
5601,6600,12/23/2023,3/13/2023,Delivered,Completed,33
5602,6601,8/8/2023,3/19/2023,Delivered,Completed,37
