Campaign_ID,Customer_ID,Campaign_Type,Impressions,Clicks,Conversions,Spend
2139,3138,TV,9999,492,13,1044.54
2140,3139,Email,10142,476,11,91.27
2141,3140,Email,9886,489,6,155.73
2142,3141,TV,9984,494,6,199.1
2143,3142,TV,10073,527,9,58.88
2144,3143,Billboard,9705,450,8,698.93
2145,3144,Billboard,9984,489,12,335.14
2146,3145,Email,10081,529,9,277.33
2147,3146,TV,9949,502,10,275.77
2148,3147,Email,9930,522,12,167.15
2149,3148,Email,9937,470,9,106.31
2150,3149,Social Media,9975,498,11,283.69
2151,3150,TV,9696,528,12,185.28
2152,3151,Social Media,9814,498,10,267.38
2153,3152,Social Media,9926,494,15,480.79
2154,3153,Billboard,10071,491,4,523.88
2155,3154,TV,9991,475,12,580.07
2156,3155,Social Media,9879,502,14,619.36
2157,3156,Email,9985,462,10,299.34
2158,3157,Email,9995,512,13,336.03
2159,3158,Social Media,10171,498,8,592.19
2160,3159,Social Media,10016,470,11,248.24
2161,3160,Email,9917,499,7,136.93
2162,3161,Social Media,10016,490,7,735.94
2163,3162,TV,9961,470,10,180.34
2164,3163,TV,9945,485,10,580.41
2165,3164,Social Media,9999,469,12,133.83
2166,3165,Billboard,9990,469,12,36.64
2167,3166,Social Media,9927,484,9,157.44
2168,3167,Email,9941,475,22,84.52
2169,3168,Social Media,9868,473,14,391.89
2170,3169,Social Media,9927,510,9,503.44
2171,3170,Email,9973,538,5,113.77
2172,3171,Email,10120,517,3,503.55
2173,3172,Email,9957,544,6,107.58
2174,3173,Email,10156,491,12,323.24
2175,3174,TV,9925,533,14,187.73
2176,3175,Email,9971,499,14,149.73
2177,3176,Billboard,9977,488,8,573.72
2178,3177,Email,9907,494,9,253.67
2179,3178,TV,9914,472,5,190.38
2180,3179,Email,9969,536,15,258.57
2181,3180,TV,10020,484,13,177.59
2182,3181,Email,9917,504,8,136.48
2183,3182,Email,9864,509,7,91.35
2184,3183,Social Media,10106,494,12,114.67
2185,3184,Social Media,10004,529,7,399.25
2186,3185,Social Media,10143,527,10,948.65
2187,3186,Email,10103,505,8,1089
2188,3187,TV,10134,502,4,313.52
2189,3188,Email,9988,503,13,346.97
2190,3189,Email,10075,524,12,596.82
2191,3190,Email,10043,533,8,167.62
2192,3191,Social Media,10096,491,8,273.95
2193,3192,Billboard,10096,477,10,133.77
2194,3193,Email,9972,559,12,1122.86
2195,3194,Email,10013,510,12,918.32
2196,3195,TV,10023,510,14,265.62
2197,3196,Email,10153,490,9,405.03
2198,3197,Billboard,10105,461,8,416.67
2199,3198,TV,10202,510,13,685.05
2200,3199,Email,10214,488,10,123.42
2201,3200,Social Media,10037,473,3,386.16
2202,3201,TV,10194,481,12,202.3
2203,3202,Email,9997,476,2,532.89
2204,3203,Billboard,9936,504,5,662.29
2205,3204,Email,10079,496,7,425.6
2206,3205,Billboard,10011,520,15,222.25
2207,3206,Email,9997,490,11,886.72
2208,3207,TV,9793,506,12,50.05
2209,3208,TV,9924,454,10,301.14
2210,3209,Email,9955,481,16,325.27
2211,3210,TV,10040,505,9,594.79
2212,3211,Billboard,10008,558,11,216.8
2213,3212,TV,9910,457,12,394.51
2214,3213,Social Media,10011,511,7,221.74
2215,3214,Email,9999,523,13,41.47
2216,3215,Email,10004,508,6,106.93
2217,3216,TV,10079,492,8,180.58
2218,3217,Email,9980,535,9,473.01
2219,3218,Email,10100,520,8,229.45
2220,3219,Social Media,10035,486,8,304.5
2221,3220,Email,10012,519,9,818.72
2222,3221,Email,10253,551,14,286.77
2223,3222,Email,9937,516,15,138.48
2224,3223,Social Media,9936,471,7,390.42
2225,3224,Billboard,9902,532,6,127.3
2226,3225,Email,10005,502,17,925.06
2227,3226,TV,9981,504,7,114.86
2228,3227,Email,9943,498,7,156.54
2229,3228,Social Media,10031,503,11,169.99
2230,3229,Email,10049,487,17,235.56
2231,3230,TV,9933,501,11,388.09
2232,3231,Email,10049,521,13,589.44
2233,3232,Email,9963,490,8,1049.22
2234,3233,Social Media,9895,485,14,204.37
2235,3234,TV,10113,471,13,215.97
2236,3235,Social Media,10131,488,8,262.02
2237,3236,Social Media,10039,522,11,115.39
2238,3237,Email,9942,445,8,103.68
2239,3238,Social Media,9886,507,15,1306.91
2240,3239,TV,9895,506,12,86.52
2241,3240,Email,10209,525,11,293.72
2242,3241,TV,9968,498,10,192.15
2243,3242,Email,9870,508,11,493.22
2244,3243,Billboard,9938,512,7,460.51
2245,3244,Email,9856,469,13,252.96
2246,3245,TV,9968,506,7,621.14
2247,3246,Email,10037,497,7,611.89
2248,3247,Email,9999,480,14,89.19
2249,3248,Social Media,10015,476,13,303.7
2250,3249,Social Media,10126,446,11,488.5
2251,3250,Social Media,9920,496,6,697.88
2252,3251,Social Media,10121,512,10,857.96
2253,3252,Social Media,10084,497,13,613.18
2254,3253,Social Media,10107,550,10,77.54
2255,3254,TV,9833,553,5,324.63
2256,3255,Social Media,10137,526,10,44.15
2257,3256,TV,10002,510,11,533.63
2258,3257,Billboard,9938,511,7,330.61
2259,3258,Email,10117,483,12,39.74
2260,3259,Email,10066,507,7,225.74
2261,3260,Social Media,9932,451,8,633.32
2262,3261,Email,9898,526,12,143.89
2263,3262,Email,9828,502,11,386.09
2264,3263,Email,9927,523,13,1012.95
2265,3264,Email,9902,496,17,78.89
2266,3265,Social Media,10117,490,12,187.55
2267,3266,Email,9884,521,9,120.86
2268,3267,Social Media,10118,511,10,181.63
2269,3268,Social Media,10030,488,13,1362.64
2270,3269,Email,9984,486,12,147.1
2271,3270,Email,9932,490,14,306.5
2272,3271,Email,9863,490,10,288.05
2273,3272,Social Media,9918,478,6,133.06
2274,3273,TV,9870,512,14,108.74
2275,3274,Billboard,10099,507,9,474.49
2276,3275,Social Media,9883,453,13,98.58
2277,3276,TV,10167,481,8,16.94
2278,3277,Email,10016,477,8,254.68
2279,3278,TV,9939,500,9,343.85
2280,3279,Email,10065,497,10,145.26
2281,3280,TV,9972,486,10,197.15
2282,3281,Social Media,9946,491,14,555.17
2283,3282,Email,9885,522,10,309.54
2284,3283,Email,10029,484,8,178.29
2285,3284,Email,9954,525,9,984.29
2286,3285,Email,10267,500,10,289.58
2287,3286,Email,10072,472,8,1082.45
2288,3287,Email,9759,493,8,284.8
2289,3288,Social Media,9950,515,8,389.19
2290,3289,TV,9967,490,9,488.57
2291,3290,Email,9966,477,6,123.69
2292,3291,TV,9909,526,10,111.94
2293,3292,Social Media,10102,474,7,583.97
2294,3293,Social Media,10018,526,10,213.23
2295,3294,Email,9891,506,13,339.01
2296,3295,Email,9908,483,5,752.11
2297,3296,TV,9999,488,11,130.84
2298,3297,TV,9897,475,10,328.4
2299,3298,Social Media,10025,518,12,404.94
2300,3299,Billboard,9881,504,15,72.35
2301,3300,TV,9955,493,14,645.63
2302,3301,Email,9909,512,6,218.64
2303,3302,Social Media,10105,508,12,295.62
2304,3303,TV,9943,456,7,391.05
2305,3304,Social Media,10107,496,19,437.51
2306,3305,Social Media,10135,504,15,386.34
2307,3306,Social Media,9996,477,8,63.06
2308,3307,Email,9912,524,9,328.57
2309,3308,TV,9992,494,6,130.75
2310,3309,Email,9944,504,6,678.64
2311,3310,Email,10075,520,15,293.34
2312,3311,Social Media,9956,483,10,166.95
2313,3312,Email,10116,535,10,311.2
2314,3313,Social Media,10108,491,13,441.64
2315,3314,TV,10000,511,9,202.4
2316,3315,Social Media,10091,467,5,367.32
2317,3316,Social Media,10013,491,10,468.65
2318,3317,Email,10002,459,7,556.49
2319,3318,Social Media,10005,484,6,292.57
2320,3319,TV,10107,504,14,257.43
2321,3320,Social Media,9838,519,6,983.27
2322,3321,Email,9942,517,8,66.83
2323,3322,Email,10156,497,17,478.28
2324,3323,Email,9907,488,10,779.38
2325,3324,Email,9893,473,12,501.57
2326,3325,TV,10010,519,12,165.71
2327,3326,Email,9985,491,9,686.76
2328,3327,TV,9956,510,8,855.8
2329,3328,TV,10123,507,12,374.6
2330,3329,Social Media,10139,486,6,306.65
2331,3330,Social Media,9986,496,1,65.86
2332,3331,Email,10002,508,6,1216.03
2333,3332,Email,10018,479,13,1408.54
2334,3333,Email,10031,494,9,214.71
2335,3334,Email,9982,542,7,176.79
2336,3335,Email,9996,497,5,523.72
2337,3336,Social Media,9967,487,12,799.85
2338,3337,TV,9866,498,15,332.86
2339,3338,Billboard,9956,455,13,113.59
2340,3339,Social Media,10062,509,15,97.03
2341,3340,Billboard,10220,513,9,71.56
2342,3341,TV,10040,507,16,965.55
2343,3342,Email,9989,508,12,1137.13
2344,3343,Billboard,10119,512,13,9.89
2345,3344,Social Media,9822,475,6,368
2346,3345,Social Media,10009,512,10,48.79
2347,3346,Email,9999,497,8,274.14
2348,3347,Email,10093,503,9,29.61
2349,3348,Email,10001,492,6,160.78
2350,3349,Billboard,9992,499,10,271.88
2351,3350,Social Media,10038,499,9,1001.4
2352,3351,Email,10014,511,12,399.96
2353,3352,Email,10052,514,8,302.93
2354,3353,Social Media,9964,544,6,77.12
2355,3354,Social Media,9930,520,8,97.31
2356,3355,Billboard,10135,497,13,511.87
2357,3356,Social Media,10167,506,10,174.56
2358,3357,Email,9930,526,12,655.46
2359,3358,TV,10176,493,10,216.13
2360,3359,Email,9997,510,8,364.81
2361,3360,Social Media,10035,543,15,333.75
2362,3361,Social Media,10028,506,10,259.85
2363,3362,Billboard,10022,503,13,413.59
2364,3363,Social Media,9837,490,7,316.18
2365,3364,TV,9998,517,12,1017.03
2366,3365,Social Media,9704,490,6,430.69
2367,3366,Social Media,10055,492,9,283.4
2368,3367,Social Media,9943,514,10,209.5
2369,3368,Email,10140,497,10,360.35
2370,3369,Email,10175,502,4,1469.28
2371,3370,Social Media,10061,496,8,287.24
2372,3371,Billboard,10264,495,14,15.87
2373,3372,Social Media,10132,495,12,245.69
2374,3373,Social Media,10158,465,10,668.65
2375,3374,Email,9913,518,11,192.47
2376,3375,Social Media,10091,502,2,672.18
2377,3376,TV,9862,523,6,486.26
2378,3377,Social Media,9823,555,10,416.25
2379,3378,TV,9928,507,8,304.42
2380,3379,Email,9975,499,12,1171.61
2381,3380,Email,10256,523,8,637.34
2382,3381,Email,9894,493,7,649.18
2383,3382,Social Media,10048,488,10,1272.42
2384,3383,Billboard,10084,514,10,738.3
2385,3384,Email,9968,484,8,66.57
2386,3385,Social Media,9887,499,8,487.64
2387,3386,Social Media,9794,507,13,304.8
2388,3387,Social Media,10029,537,10,190.43
2389,3388,Email,9880,555,12,747
2390,3389,Email,9966,510,8,245.07
2391,3390,Email,10050,504,9,35.74
2392,3391,Billboard,9989,510,9,530.45
2393,3392,TV,9973,505,17,389.27
2394,3393,Email,10117,496,8,164.78
2395,3394,TV,9952,472,17,719.71
2396,3395,Email,10124,450,3,429.31
2397,3396,Email,10065,552,9,234.37
2398,3397,Social Media,10086,503,9,602.74
2399,3398,Email,9946,492,13,401.16
2400,3399,Social Media,9890,493,13,293.32
2401,3400,TV,10012,546,9,187.17
2402,3401,Billboard,10132,508,8,91.12
2403,3402,Social Media,9941,506,10,228.9
2404,3403,Email,10017,485,7,131.93
2405,3404,Email,9916,486,6,118.44
2406,3405,Email,9993,522,9,252.35
2407,3406,Social Media,9851,493,5,206.36
2408,3407,Social Media,10035,500,11,66.16
2409,3408,Email,10074,496,7,228.16
2410,3409,Email,9926,508,10,170.82
2411,3410,Social Media,10039,480,10,883.64
2412,3411,TV,10054,497,10,647.22
2413,3412,TV,10076,512,9,134.29
2414,3413,Social Media,10179,479,6,174.5
2415,3414,Social Media,9841,518,10,508.66
2416,3415,Social Media,10080,488,6,141.66
2417,3416,TV,10057,502,11,592.25
2418,3417,Email,10084,514,13,307.17
2419,3418,Email,9941,558,9,1390.97
2420,3419,Billboard,9951,509,15,584.5
2421,3420,Social Media,9900,496,13,18.91
2422,3421,Social Media,9886,517,8,268.98
2423,3422,Social Media,10138,498,12,798.63
2424,3423,Email,9931,508,10,1170.42
2425,3424,Billboard,9916,494,13,729.89
2426,3425,Social Media,10144,475,11,208.48
2427,3426,Email,9898,500,12,822.31
2428,3427,Social Media,10015,508,16,899.93
2429,3428,Email,9954,502,12,96.4
2430,3429,Billboard,10163,464,8,208.04
2431,3430,Email,9908,501,21,656.53
2432,3431,Social Media,9928,521,14,316.2
2433,3432,Social Media,9883,510,8,299.09
2434,3433,Email,10060,489,8,574.61
2435,3434,Social Media,10097,517,15,377.9
2436,3435,Billboard,10020,471,13,327.61
2437,3436,Social Media,9867,483,12,231.32
2438,3437,Social Media,10159,474,9,169.03
2439,3438,Email,9917,477,11,94.46
2440,3439,Social Media,10064,493,9,378.95
2441,3440,Social Media,10062,509,9,66.21
2442,3441,TV,9943,460,9,1063.29
2443,3442,Email,9982,506,12,637.7
2444,3443,TV,10132,490,4,275.28
2445,3444,TV,10066,477,9,727.23
2446,3445,Email,9828,514,12,379.26
2447,3446,Social Media,9811,488,10,542.52
2448,3447,Email,10021,476,7,604.48
2449,3448,Email,10122,533,9,35.27
2450,3449,Email,10089,510,17,154.37
2451,3450,TV,10027,487,6,240.62
2452,3451,Social Media,9970,482,8,248.84
2453,3452,Social Media,10117,511,15,385.57
2454,3453,Social Media,10067,533,14,224.46
2455,3454,Email,10247,504,14,464.31
2456,3455,Email,9994,518,10,333.17
2457,3456,Email,10043,465,10,120.09
2458,3457,Billboard,9986,519,10,791.64
2459,3458,Billboard,10048,486,8,231.17
2460,3459,Email,9958,487,18,611.02
2461,3460,Social Media,9988,544,7,142.78
2462,3461,TV,10063,495,8,396.85
2463,3462,Email,9940,513,17,242.68
2464,3463,TV,9989,494,8,113.17
2465,3464,Email,9995,492,14,157.99
2466,3465,Email,9966,507,6,181.78
2467,3466,Billboard,10009,457,5,282.71
2468,3467,Social Media,10082,493,12,750.1
2469,3468,Billboard,9884,469,8,645.6
2470,3469,TV,10046,464,10,58.79
2471,3470,TV,9979,474,6,627.37
2472,3471,Email,10144,518,11,1022.64
2473,3472,Social Media,10166,474,5,180.97
2474,3473,Social Media,10030,490,11,289.97
2475,3474,TV,9987,501,8,269.87
2476,3475,Email,9908,484,12,601.49
2477,3476,Social Media,9820,522,5,743.48
2478,3477,Email,9836,480,13,257.5
2479,3478,Social Media,10102,503,3,710.94
2480,3479,Social Media,9996,516,8,1136.66
2481,3480,Social Media,10016,511,9,626.12
2482,3481,Social Media,9920,486,9,192.86
2483,3482,TV,9914,503,8,40
2484,3483,Email,9904,549,11,449.59
2485,3484,Social Media,10074,481,8,332.14
2486,3485,TV,9994,523,11,518.45
2487,3486,TV,10010,521,3,322.8
2488,3487,Email,10024,497,13,342.52
2489,3488,Email,9892,491,9,654.2
2490,3489,Email,10042,479,12,363.06
2491,3490,Social Media,9978,511,14,57.64
2492,3491,Billboard,9960,517,9,589.81
2493,3492,Email,10154,499,9,275.79
2494,3493,Email,9952,483,4,726.61
2495,3494,Email,10004,527,16,739.35
2496,3495,Social Media,9910,503,9,339.44
2497,3496,Social Media,9923,483,8,412.09
2498,3497,Social Media,10137,564,10,354.33
2499,3498,Social Media,9948,500,5,65.51
2500,3499,Email,10028,499,9,807.18
2501,3500,Billboard,9905,518,14,110.54
2502,3501,Social Media,10015,544,6,570.81
2503,3502,TV,9876,450,3,648.96
2504,3503,TV,10205,488,8,1384.56
2505,3504,Email,9870,504,15,75.65
2506,3505,Social Media,10039,494,13,261.91
2507,3506,TV,9878,487,4,173.37
2508,3507,Email,10074,481,10,657.39
2509,3508,Email,10086,481,7,625.87
2510,3509,TV,9877,522,10,331.8
2511,3510,Social Media,9944,534,16,539.59
2512,3511,TV,9945,487,8,174.12
2513,3512,Billboard,10042,512,9,263.65
2514,3513,Email,9852,525,11,625.04
2515,3514,Social Media,10099,526,5,246.46
2516,3515,Email,9939,491,10,58.47
2517,3516,Email,10112,518,10,314.2
2518,3517,Social Media,10127,502,15,114.82
2519,3518,Email,10043,506,9,478.4
2520,3519,Email,10025,492,10,578.16
2521,3520,Social Media,9994,486,11,267.64
2522,3521,Email,9935,499,12,490.03
2523,3522,TV,9915,519,14,203.66
2524,3523,Email,9935,526,17,330.1
2525,3524,Social Media,9951,542,11,606.9
2526,3525,Social Media,9844,478,5,171.21
2527,3526,Social Media,9980,499,9,414.1
2528,3527,Email,9986,524,7,190.49
2529,3528,Social Media,10029,513,10,74.66
2530,3529,Email,10057,488,12,421.91
2531,3530,TV,10170,504,14,330.62
2532,3531,Email,9938,494,3,249.65
2533,3532,Social Media,10021,509,8,123.38
2534,3533,Social Media,10150,460,12,611.01
2535,3534,Email,9983,483,9,58.2
2536,3535,TV,9915,469,9,364.97
2537,3536,Email,10030,487,13,421.7
2538,3537,Email,9752,496,11,500.88
2539,3538,TV,10035,520,13,809.46
2540,3539,Email,9833,497,7,215.5
2541,3540,Billboard,9964,504,11,710.82
2542,3541,Email,10061,477,5,215.41
2543,3542,Social Media,9856,494,13,210.07
2544,3543,Email,9827,522,13,220.64
2545,3544,Email,10151,498,15,556.3
2546,3545,Email,9960,488,14,360.5
2547,3546,Social Media,9984,489,8,335.86
2548,3547,Billboard,10072,497,3,465.73
2549,3548,Social Media,10150,510,8,656.1
2550,3549,Social Media,10111,495,6,188.07
2551,3550,Billboard,9905,538,11,438.14
2552,3551,Billboard,10052,494,12,536.33
2553,3552,Email,9880,482,11,238.31
2554,3553,Email,10015,529,9,678.09
2555,3554,TV,9968,528,9,794.86
2556,3555,Social Media,10066,513,9,280.49
2557,3556,Social Media,10064,508,9,513.44
2558,3557,TV,10036,502,12,187.08
2559,3558,TV,9934,501,6,176.45
2560,3559,Email,10206,502,13,123.83
2561,3560,Email,9941,466,12,47.07
2562,3561,Email,9829,457,4,172.05
2563,3562,TV,9885,517,11,292.4
2564,3563,Social Media,10012,475,14,662.75
2565,3564,Email,10057,524,6,431.14
2566,3565,Email,9939,478,13,574.32
2567,3566,TV,9931,484,5,714.48
2568,3567,TV,10075,516,11,234.24
2569,3568,TV,9925,517,14,123.2
2570,3569,Email,9792,485,5,1293.58
2571,3570,TV,10007,495,11,194.57
2572,3571,Email,10195,519,11,38.15
2573,3572,TV,10082,516,6,174.22
2574,3573,Email,10231,506,8,237.04
2575,3574,Email,9934,467,12,169.97
2576,3575,Social Media,10072,522,4,437.63
2577,3576,TV,9955,466,10,20.44
2578,3577,Social Media,9986,466,9,74
2579,3578,Social Media,9864,494,10,925.31
2580,3579,Email,10154,494,13,455.41
2581,3580,Social Media,9949,496,9,339.16
2582,3581,Social Media,9941,534,8,456.74
2583,3582,Email,9904,479,6,369.96
2584,3583,TV,9943,531,9,629.51
2585,3584,TV,10174,471,10,456.24
2586,3585,Billboard,9965,504,7,240.3
2587,3586,Email,9966,525,11,257.92
2588,3587,Social Media,9919,480,11,54.41
2589,3588,Social Media,10150,522,15,658.53
2590,3589,Social Media,10055,485,10,458.44
2591,3590,TV,9930,487,13,289.16
2592,3591,Email,9882,502,9,248.08
2593,3592,Social Media,9896,463,10,1088.97
2594,3593,Billboard,10060,523,17,606.93
2595,3594,Social Media,9928,522,5,83.42
2596,3595,Social Media,9968,482,15,148.75
2597,3596,Social Media,9947,509,7,118.18
2598,3597,Social Media,10000,501,9,40.08
2599,3598,TV,9758,520,12,839
2600,3599,TV,9963,514,12,320.4
2601,3600,Social Media,10088,466,11,317.96
2602,3601,TV,9915,491,6,23.34
2603,3602,Social Media,9802,515,11,297.49
2604,3603,Billboard,10184,493,7,94.06
2605,3604,Social Media,10096,489,8,162.18
2606,3605,Social Media,10161,569,6,413.49
2607,3606,Email,10043,522,11,176.31
2608,3607,Social Media,9909,520,8,565.5
2609,3608,Social Media,9911,513,14,327.35
2610,3609,Email,9989,505,11,317.23
2611,3610,Email,9937,507,12,262.19
2612,3611,Social Media,9964,500,14,378.35
2613,3612,Email,9870,490,9,204.7
2614,3613,Social Media,9938,511,17,371.45
2615,3614,Email,10013,545,11,423.97
2616,3615,Email,9951,513,8,88.88
2617,3616,Email,9942,467,11,482.56
2618,3617,Social Media,10003,517,12,148.51
2619,3618,Social Media,9971,528,5,115.32
2620,3619,Email,10051,504,4,267.2
2621,3620,Billboard,10090,503,8,377.44
2622,3621,Email,10160,522,8,161.84
2623,3622,Social Media,10115,498,16,1171.05
2624,3623,Social Media,9960,496,12,285.55
2625,3624,Email,10034,555,13,155.63
2626,3625,Email,10015,450,11,242.8
2627,3626,Email,10185,540,11,257.36
2628,3627,TV,9817,460,7,186.82
2629,3628,Email,9954,530,6,709.47
2630,3629,Email,10010,447,6,350.43
2631,3630,Email,10085,471,7,410.63
2632,3631,Email,9797,473,14,479.66
2633,3632,Social Media,10115,506,9,600.76
2634,3633,Social Media,9842,540,13,549.68
2635,3634,Social Media,10152,494,13,430.88
2636,3635,Email,9995,484,10,92.34
2637,3636,Social Media,9890,526,13,136.84
2638,3637,Email,10060,511,7,518.68
2639,3638,Email,10154,502,17,224.27
2640,3639,Email,10090,510,8,267.11
2641,3640,Social Media,9950,521,17,274.65
2642,3641,Email,10033,510,8,124.59
2643,3642,TV,10118,486,15,521.92
2644,3643,Email,10104,469,8,193.1
2645,3644,Social Media,9998,490,6,286.54
2646,3645,TV,10035,513,13,173.44
2647,3646,Email,9784,502,14,306.32
2648,3647,Social Media,9926,557,17,225.85
2649,3648,Billboard,10125,522,18,255.38
2650,3649,Social Media,9999,484,12,605.95
2651,3650,Social Media,10125,498,5,209.83
2652,3651,Email,9976,515,5,162.03
2653,3652,Email,10090,492,9,314.86
2654,3653,Email,10044,516,15,706.55
2655,3654,Social Media,10084,523,12,174.76
2656,3655,Email,10014,486,7,282.45
2657,3656,Social Media,10073,494,5,216.03
2658,3657,TV,10168,521,10,1281.28
2659,3658,TV,9920,483,13,371.2
2660,3659,Email,10124,521,3,375.05
2661,3660,Email,10016,529,10,510
2662,3661,Billboard,9989,519,10,484.18
2663,3662,Billboard,9830,460,6,414.55
2664,3663,TV,10013,492,11,466.14
2665,3664,Email,10106,487,4,477.9
2666,3665,TV,9973,491,10,134.56
2667,3666,Email,10025,487,12,426.57
2668,3667,Email,10149,497,3,286.48
2669,3668,Email,9946,540,12,403.07
2670,3669,Social Media,10115,482,10,398.76
2671,3670,Billboard,10016,515,12,348.81
2672,3671,Email,10005,493,8,428.05
2673,3672,Social Media,9988,514,11,894.82
2674,3673,Email,10100,525,9,284.66
2675,3674,Email,9833,517,11,448.1
2676,3675,Social Media,10026,484,14,896.4
2677,3676,Email,10172,502,7,153.35
2678,3677,Billboard,9961,476,10,170.27
2679,3678,Social Media,9999,502,7,113.7
2680,3679,Social Media,9861,502,7,182.72
2681,3680,Social Media,10096,497,5,131.68
2682,3681,Email,9955,508,7,156.46
2683,3682,Social Media,10065,532,16,145.14
2684,3683,TV,10024,495,6,558.46
2685,3684,Social Media,10133,517,12,80.65
2686,3685,Email,10120,509,8,312.39
2687,3686,Billboard,9930,521,8,156.5
2688,3687,TV,10032,518,11,514.8
2689,3688,Email,10196,511,14,344.35
2690,3689,Email,10050,478,12,349.86
2691,3690,TV,9974,522,8,311.48
2692,3691,TV,9861,476,2,91.23
2693,3692,TV,9949,524,7,313.7
2694,3693,Social Media,10148,492,8,201.02
2695,3694,Social Media,10102,487,12,786.73
2696,3695,Billboard,9942,530,13,129.19
2697,3696,TV,10221,518,8,245.73
2698,3697,Billboard,9991,460,10,556.25
2699,3698,Social Media,9911,537,12,81.64
2700,3699,Social Media,10175,461,10,236.05
2701,3700,Email,10007,512,14,84.15
2702,3701,Email,10148,490,9,280.15
2703,3702,Email,9906,478,12,403.38
2704,3703,Email,10124,491,12,264.73
2705,3704,TV,9919,508,6,313.79
2706,3705,Email,10018,536,11,519.9
2707,3706,Social Media,9978,508,10,390.74
2708,3707,Social Media,9887,489,13,200.64
2709,3708,Email,9764,529,10,315.77
2710,3709,Billboard,10171,466,13,363.9
2711,3710,Email,9915,480,8,121.19
2712,3711,Email,9949,495,11,695.25
2713,3712,Email,10094,498,11,464.93
2714,3713,TV,10001,473,12,393.44
2715,3714,Billboard,10148,487,11,413.87
2716,3715,Email,10130,506,11,442.16
2717,3716,Billboard,9932,504,12,470.33
2718,3717,Social Media,9865,538,17,860.12
2719,3718,Billboard,9963,504,5,1072.84
2720,3719,Email,9859,477,12,236.27
2721,3720,Email,9891,454,13,41.15
2722,3721,Billboard,9964,546,12,307.39
2723,3722,Billboard,10148,438,11,218.26
2724,3723,TV,9961,488,7,246.99
2725,3724,Email,10054,518,8,640.23
2726,3725,Email,10005,521,5,292.5
2727,3726,Billboard,10066,476,11,349.54
2728,3727,Social Media,9944,505,13,312.61
2729,3728,Email,9951,461,8,470.5
2730,3729,Email,9984,525,5,354.97
2731,3730,TV,9953,485,7,117.63
2732,3731,Email,9861,458,5,121.41
2733,3732,TV,9990,487,10,198.58
2734,3733,TV,10081,457,12,444.08
2735,3734,Email,9924,491,13,638.63
2736,3735,Social Media,10181,488,21,142.72
2737,3736,TV,9968,518,8,254.26
2738,3737,Email,10248,479,7,752.05
2739,3738,Social Media,9994,523,11,154.6
2740,3739,Social Media,9866,520,10,399.13
2741,3740,TV,10246,530,11,525.23
2742,3741,Social Media,10059,457,9,792.92
2743,3742,Email,9904,499,17,194.62
2744,3743,Social Media,10191,517,5,600.13
2745,3744,Social Media,9965,528,8,388.83
2746,3745,TV,10044,459,9,608.83
2747,3746,Email,10158,502,9,594
2748,3747,Billboard,9998,481,12,504.47
2749,3748,Email,10012,469,11,1141.78
2750,3749,Email,10037,473,9,434.67
2751,3750,Billboard,10156,536,5,286.88
2752,3751,Social Media,10009,482,9,294.02
2753,3752,Social Media,10050,509,6,552.87
2754,3753,Social Media,10009,483,7,203.18
2755,3754,TV,10157,528,10,302.48
2756,3755,Email,9961,521,13,922.5
2757,3756,Social Media,10016,542,11,179.89
2758,3757,TV,10118,473,10,118.28
2759,3758,TV,9953,550,7,822.86
2760,3759,Social Media,9910,500,12,605.76
2761,3760,TV,9970,503,10,134.61
2762,3761,Social Media,10070,535,8,185.69
2763,3762,Social Media,9929,510,12,425.85
2764,3763,TV,10187,518,10,314.76
2765,3764,TV,10096,497,11,322.88
2766,3765,Social Media,10003,508,3,37.01
2767,3766,Email,10086,490,10,459.75
2768,3767,Email,9960,524,6,220.58
2769,3768,Social Media,10052,481,13,202.09
2770,3769,TV,9972,490,10,344.86
2771,3770,Social Media,10105,539,8,27.98
2772,3771,Billboard,10025,487,9,90.4
2773,3772,Social Media,10075,510,12,381.24
2774,3773,TV,9952,482,12,302.8
2775,3774,Email,9955,462,9,871.76
2776,3775,Email,9936,498,8,358.59
2777,3776,Billboard,9866,476,10,606.95
2778,3777,Billboard,10182,543,5,280.09
2779,3778,Social Media,9857,533,8,633.84
2780,3779,Email,9948,528,10,220.38
2781,3780,Social Media,10027,532,8,590.03
2782,3781,Social Media,9808,527,13,668.22
2783,3782,Social Media,9858,486,10,440.77
2784,3783,TV,9838,490,12,100.19
2785,3784,TV,10063,539,7,120.61
2786,3785,Social Media,9912,468,7,199.13
2787,3786,TV,10079,505,13,1653.96
2788,3787,Social Media,9763,501,9,67.98
2789,3788,Social Media,10079,527,11,753.49
2790,3789,TV,10077,479,11,155.11
2791,3790,Email,9957,528,10,109.05
2792,3791,Social Media,9940,533,6,616.76
2793,3792,Email,9878,489,8,48.35
2794,3793,Email,10079,508,8,450.5
2795,3794,Billboard,9848,486,8,214.33
2796,3795,TV,10059,510,10,54.99
2797,3796,Email,10206,449,15,24.89
2798,3797,Social Media,9907,479,14,765.44
2799,3798,TV,10095,518,6,776.44
2800,3799,Email,10132,524,10,522.68
2801,3800,TV,9935,499,9,530.8
2802,3801,Email,10082,478,11,387.78
2803,3802,Email,10097,495,18,389.8
2804,3803,Email,10038,470,12,229.82
2805,3804,Email,9825,540,2,182.67
2806,3805,Email,9887,470,9,207.16
2807,3806,Email,9818,519,8,243.88
